,song_id,artist_id,album_id,track_id,artist_name,album_name,track_name
5849,SOSHEPH12A8C1442EA,ARMSDYW11C8A416440,14134,TRNSKOD12903CCC9D9,Iglu & Hartly,And Then Boom,Violent and Young
5850,SOLYAEV12A58A79958,AR78R6M1187B9AFA8B,3055,TRNSNPT128F4280161,Indigo Girls,All That We Let In,Tether
5851,SOTZHKD12AF72A075E,AR8CRLE1187FB4E949,3503,TRNUWLH128F42724A4,G. Love,The Hustle,Stone Me
5852,SOANSPC12A6702154A,ARK9TRQ1187B99C095,991,TRNVGHA128E07912F3,Nine Inch Nails,The Downward Spiral,Piggy
5853,SOOCZUP12A8C13C63D,ARYMCJZ1187FB513DA,4469,TRNVVRZ12903CC67C9,Of Montreal,The Sunlandic Twins,I Was Never Young
5854,SONXMHQ12A6D4F9FCE,AROO6MO1187B9B88D8,3970,TRNXBBW128F422F5A6,Lilys,Precollection,Mystery School Assembly
5855,SOHUDHT12A6D4F99CD,AROUKFV1187FB3CF2B,7636,TRNYVWX128F14805BC,Sound Team,Movie Monster,Born To Please
5856,SOKXDOB12AB017EFE7,ARMI4NV1187B99D55D,6660,TROBYUK128F9335CA7,Man Man,Six Demon Bag,Tunneling Through the Guy
5857,SOOZUXK12A6D4FCB7A,ARNMNHH1187B9B173A,6887,TROCJWU128F421A3F8,Love Equals Death,Nightmerica,Caught In A Trap
5858,SOZMADT12AB0185BB9,ARUWB5W1187B98D7A1,6739,TROCUSA128F93273BE,Ensiferum,Ensiferum,Goblin's Dance
5859,SOEPQYQ12A6D4FD1FC,ARR5XTD1187FB3C6BE,2209,TROELXR128F4248273,Aimee Mann,Lost In Space,Real Bad News
5860,SOFSHNT12AB0183EC3,AR5U3PY1187B9A50DA,6747,TROIZMW128F934ADC4,Birdy Nam Nam,Birdy Nam Nam,Ready for War_ ready for whut ?
5861,SOWCUMJ12A67ADBF11,ARFBTGU1187B9B8395,7059,TROJLDQ128F424806A,Ladytron,Extended Play,High Rise (Club Mix)
5862,SOTYOIO12AB017C9CC,ARUMLBQ1187FB3EB70,6917,TROKUWD128F930B532,Devin Townsend,Physicist,Jupiter
5863,SOIJVKP12AF72A7DA1,ARD8QN91187FB5405C,12563,TRONWUX128F4248896,Yelle,Pop-Up,Mon Meilleur Ami
5864,SOLUFQB12A8C142A23,AR6NKT71187B9B7FB9,17261,TROOCVT128F42944EF,Potluck,Straight Outta Humboldt,Roll Big (Kottonmouth Kings)
5865,SOLZKYI12A6D4F75E1,ARYXGMM1187B9AC285,6011,TROPVKK128F1454678,Rufus Wainwright,The McGarrigle Christmas Hour,Spotlight on Christmas
5866,SOJLQBF12A58A7EDD6,ARLYEDK1187B9ACC55,6756,TROQLIA128F428BF1A,Jel,Soft Money,Thrashin
5867,SOVGSKU12A8C135723,ARUVJDL1187B9A7DE7,5197,TROQLSL128F425C75D,Tristan Prettyman,Twentythree,Please
5868,SOATSGC12AB018739B,AR4MSYI1187FB4B3C5,6304,TRORFFE12903CA5071,Bola,Fyuti,Pae Paoe
5869,SOUWART12A8C1342E1,AR01WHF1187B9B53B8,18586,TROTZZN128F424CD0A,Lullatone,Little Songs About Raindrops,Leaves Falling
5870,SOTWIIS12A8C142EC4,ARAXIQY1187B9AD8E0,6467,TROULVF128F92E4CE8,Transatlantic,Bridge Across Forever,Stranger in your soul
5871,SOXEQNW12A8C142942,AR36W7G1187B9AF2A4,2187,TROVNSN128F92D4C58,BBMak,Into Your Head,Out Of My Heart
5872,SOVDSOZ12A8C138FA6,ARL5ZW81187FB5ABBA,18455,TROWWBQ128F933E7A0,LOCK UP,Hate Breeds Suffering,Cascade Leviathan
5873,SORPUMO12AB018AD39,ARBG45N1187FB38F2E,18103,TROZCUA12903CEAEA8,Grant Hart,Intolerance,All of My Senses
5874,SOLZRRJ12A6D4F7AC1,AR3XW291187B990A61,2183,TROZQGK128F145E9AD,Stroke 9,Rip It Off,Latest Disaster
5875,SOVJXQB12AF72A8539,ARLWWAE1187B9B0F17,16536,TROZZPQ12903CDF0BE,Entombed,Left Hand Path,Revel In Flesh
5876,SOLJDVZ12AB017DDF5,ARQOFR61187FB52F2E,2453,TRPAPOR128F92FE600,Rhonda Vincent,The Storm Still Rages,My Sweet Love Ain't Around
5877,SOWRNMU12A8C1422A1,AREPZK61187B990670,13111,TRPCEKB128F92C73A2,Ratatat,LP3,Shempi
5878,SOCNQZJ12A8C139CB1,AR7ZFLN1187FB4830A,3611,TRPCUMF128F4293EA6,Rascal Flatts,Feels Like Today,Oklahoma-Texas Line
5879,SONDYCH12AB017C2E7,ARPK5X71187FB43B3E,14676,TRPDPAX128F92F1CE9,Kero One,Early Believers,Keep Pushin'
5880,SOMQYTG12A67020963,AROUHYW1187B99413F,2393,TRPDUHI128E0791F8B,Boomkat,Boomkatalog One,Move On
5881,SORQYBO12A8C133F6D,ARP6PNX1187FB3A2FE,6659,TRPDYEU128F934B61E,Torture Killer,Swarm!,Obsessed With Homicide
5882,SORPQNW12AF72A1A37,ARVIQL81187FB4E62B,15977,TRPGNRB128F9307E5F,Astrud Gilberto,Windy,Dreamer
5883,SOHUTTO12A8C14352D,ARUKSNL1187FB4C5ED,13468,TRPGSVX128F92D46A7,Jimmy Needham,Not Without Love,Hurricane
5884,SODOLVO12B0B80B2F4,AR6XPWV1187B9ADAEB,4814,TRPGZNK128F42AA77B,Foo Fighters,In Your Honor,Hell
5885,SOREOLL12A58A7A872,ARNOBTT1187B9B8056,3271,TRPHBBW128F4268C7A,Flaw,Endangered Species,Final Cry
5886,SOKUICM12A8AE491C1,ARIT4JG1187FB46250,17863,TRPIDVU128F425FE04,Chicane,Somersault,Far Away from You
5887,SOIHYFS12A6310E077,ARRJAO71187B9B6A0C,3286,TRPJICL128E0782AC3,Neil Finn,Try Whistling This,Astro
5888,SOLNKUN12AB0182E96,ARHMBFC125FEF31B47,15708,TRPLWFZ128F9365CAE,Codeine Velvet Club,Codeine Velvet Club,Reste Avec Moi
5889,SOSWWQE12A6D4F8126,AR3GAWW1187B9AD462,1306,TRPMNWK128F148417E,Sonic Youth,Daydream Nation,Candle
5890,SOKNGXS12AB01854EB,ARD5MIK1187B98ED8C,4986,TRPNFVO128F930079F,Julieta Venegas,Si,Donde Quiero Estar
5891,SOIJROC12AB0181D7C,ARM7BUE1187FB5961C,18039,TRPOKQT128F92E4AA2,Dada,American Highway Flower,Ask The Dust
5892,SOERSNE12AB017CCC0,ARP6TC61187FB56F8C,9941,TRPRGME12903D05426,Hardcore Superstar,Hardcore Superstar,Wild Boys
5893,SOOOUUQ12A670202FA,ARPKDY81187B98DFF7,3632,TRPSZMI128F426D006,Har Mar Superstar,The Handler,DUI (Album Version)
5894,SOTMYEE12AB01894D8,ARDHGXB122BCFCD697,14695,TRPTPZS128F933F6BB,The Generationals,Con Law,Exterior Street Day
5895,SOJTDHW12A8C13341C,ARDW5AW1187FB55708,290,TRQBWQZ128F42636E9,Shawn Colvin,A Few Small Repairs,I Want It Back
5896,SOMOUME12A6702038C,ARXWAQQ1187B9AE954,1762,TRQCMKQ128E07861C1,Redman,Malpractice,Lick A Shot
5897,SOLXZBQ12AB0189E27,ARQI60P1187FB464C9,6764,TRQFHPJ128F934B619,The Ocean,Aeolian,Inertia
5898,SOQSCQX12A67ADE8E0,ARB2XQQ1187B9932E4,11204,TRQGGUM12903CF1C00,Madder Mortem,Deadlands,Distance Will Save Us
5899,SOOVAHE12AB0187E0E,AR4WVIX1187FB5911C,14734,TRQGKBQ128F9351B6E,Jay Reatard,Watch Me Fall,Wounded
5900,SOBKKQJ12A8C13E55B,AR051VM1187B9B7F27,8194,TRQHWVY128F42AC691,Chicken Shack,100 Ton Chicken,Anji
5901,SOXZCVW12A8C13C2F7,ARQR4MX1187B99614B,10796,TRQIAOI128F427BBD1,Mystery Jets,Zootime,Umbrellahead
5902,SOYOIRX12A81C2113B,AR0MWD61187B9B2B12,19662,TRQICPF128F4238EEA,International Noise Conspiracy,"A New Morning, Changing Weather",Last Century Promise (Album Version)
5903,SOJJWEP12A58A7987D,ARN3PMH1187FB3C8AA,3735,TRQIZRF128F4277002,Kimya Dawson,Hidden Vagenda,The Beer
5904,SOMCYPY12A6701D7D0,ARAOYXM1187FB524F6,2962,TRQKOIW128E0791FCE,Nelly Furtado,Folklore,Fresh Off The Boat
5905,SOJRZZS12A8C137ED3,ARRGWDC1187FB3E63B,13323,TRQLJMH128F42869A6,31Knots,Worried Well,Upping The Mandate
5906,SOGWKBQ12A670207C1,ARPN0Y61187B9ABAA0,10112,TRQMAGT128E0785D5C,The Smiths,The Smiths,Suffer Little Children
5907,SOWGKMM12A6D4FC76D,ARTJVIZ1187B98E559,6448,TRQNMWN128F4219FEF,The Lawrence Arms,The Greatest Story Ever Told,Drunk Mouth Kitchen Smile
5908,SOLFRXB12AB0185255,ARMYICG1187FB428B6,8391,TRQOOEU128F9325FC8,Wooden Wand and the Sky High Band,Second Attention,Madonna
5909,SOGPULC12AAF3B4D05,AR7XDC11187B98EFEC,13978,TRQSCHD128F935421A,Max Tundra,Parallax Error Beheads You,My Night Out
5910,SOABVIN12A8C13C64C,ARUQSQI1187B9AEF6E,10910,TRQSHCE128F42934AF,Tim Armstrong,A Poet's Life,Lady Demeter
5911,SOHFXUR12AB01855D5,ARARLXV11F4C8410A2,15081,TRQUMXH12903CB00AE,El Trono de Mexico,Mas Fuerte Que Nunca,Busca Otro Amor
5912,SOTRESB12A8C13F10B,ARJK7JU1187FB4C3F3,11346,TRQVCZG128F92DDD9F,Simian Mobile Disco,Attack Decay Sustain Release,I Believe
5913,SOQOHUY12A8C13FD81,AR5JDDD1187FB460C4,11546,TRQVJND128F42923AC,Octopus Project,"Hello, Avalanche",Queen
5914,SOVSGRU12A6D4FA704,AR6AJHY1187B996626,8954,TRQVTEC128F1487E50,Smokie Norful,Life Changing,Right Now
5915,SOYURAI12A8C13F588,AR0S2W21187B9B1DF2,7502,TRQWDQL128F42864F0,Ex-Girl,Endangered Species,The Letter From Mr. Triscuits
5916,SOPFEAE12A6D4F9B84,AR79HN11187FB3C74E,10357,TRQWYLY128F149F2AC,Patrick Wolf,The Magic Position,The Bluebell
5917,SOBZLEQ12A67ADF981,AR1PT6R1187B9A6D9A,7427,TRQZHDQ128EF34115B,Steven Seagal,Mojo Priest,Gunfire In A Juke Joint
5918,SOROLMO12AB0186AA4,AR43OKZ1187FB4EA99,12408,TRQZVZH12903CAED8B,Vinicius Cantuaria,Cymbals,Galope
5919,SOIPGGB12A8C140774,ARF9HRW1187B994B7C,18859,TRRAYLR128F92EF9BA,Joanie Sommers,Johnny Get Angry,Johnny Get Angry
5920,SOUGLKL12A6D4F8A81,AR2WOOQ1187B98E303,10859,TRRAZFC128F4298EE3,Idlewild,Make Another World,Make Another World
5921,SOOSSPS12AAA8C863B,ARDRXUM1187FB4D131,2644,TRRBIDE128F92DC547,311,Evolver,Other Side Of Things
5922,SOMYFZY12A8C13C725,ARMI4NV1187B99D55D,12615,TRREYCF128F427D288,Man Man,Rabbit Habits,Rabbit Habits
5923,SODBRUR12AB01821AC,AR4EQZW1187FB3611B,5923,TRRGVZI128F92EE03F,Lightning Bolt,Hypermagic Mountain,Captain Caveman
5924,SOOSLWM12A8C135401,AR9ZS1Q1187FB50338,5664,TRRIDWM128F426F04F,Iggy & The Stooges,Raw Power,Search And Destroy
5925,SONJLVN12A6702036A,ARC2XR11187FB5CC95,4386,TRRISKY128EF3434F1,Beck,Guero,E-Pro
5926,SOYQFEV12AF72A3D50,ARKB91N1187FB3996B,14759,TRRJPQR12903CD5203,Moderat,Moderat,Porc #1
5927,SOBPKYK12A8C13910E,ARHPDEK1187B999256,19713,TRRLIRK128F4284BC2,Ozric Tentacles,Afterswish,The Code For Chickendon
5928,SOBXERN12A8C133DC1,AROIF7A1187FB4348F,1552,TRROCDK128F426AF08,Basia,London Warsaw New York,Reward
5929,SOKQFLU12AB01820E1,AR28U6O1187FB5842A,12562,TRROFPL128F931BC76,Fuck Buttons,Street Horrrsing,Bright Tomorrow
5930,SOIXZAQ12AF72A5738,ARCQJYZ11E2835D077,13081,TRROJAK128F9339CD0,Vanessa Hudgens,Identified,First Bad Habit
5931,SONKMVI12A6701C0F8,ARW1MUW1187FB4D5A1,4152,TRRXJVP128E0789A04,3 Doors Down,Seventeen Days,Here By Me
5932,SOXKSKT12A6D4FC5C1,ART9LXO1187B9A0307,19241,TRRYRUN128F14A2EF2,The Ghastly Ones,A-Haunting We Will Go-Go,Spookmaster
5933,SOKQJOO12A6D4F94DD,ARB1CNO1187FB4CE93,12014,TRRYSWL128F147B62C,45 Grave,Sleep In Safety,Slice O' Life (Album Version)
5934,SOYWMMT12AC9097327,ARF2QUN1187B9A7204,18098,TRRZFJF12903CF74BF,Trijntje Oosterhuis,Never Can Say Goodbye,Human Nature
5935,SOUPTRI12A8AE453D4,ARDRXUM1187FB4D131,1268,TRSBLDP128F9309198,311,311,Jackolantern's Weather
5936,SOQQTCX12AB0186D49,AR2MWAS1187FB49BFB,8873,TRSCDGH12903CBC01F,Teddybears Sthlm,Soft Machine,Automatic Lover
5937,SOABJTC12A58A7DE0E,AR0DVRJ1187B98CBF5,13537,TRSEDXJ128F933BCA2,The Pussycat Dolls,Doll Domination,Halo
5938,SOKOIXO12A6D4FB167,AR21X5F1187FB380A5,10367,TRSGRIT128F4246B83,DESTRUCTION,Thrash Anthems,Life Without Sense
5939,SOUFIEH12A8C13A8D1,AR07KSC1187B9BA606,1335,TRSHTER12903CE5606,Wheatus,Wheatus,Teenage Dirtbag
5940,SOHWHPA12A81C1FC7F,ARLSF8H1187B9A76B0,6518,TRSIWYG128F425225B,Dimmu Borgir,Stormblast,Stormblast
5941,SODOKQZ12AB017E521,AR6VDI31187B9904AF,10567,TRSJMIR128F9314B9F,The Seldom Scene,Scene It All,Dusty
5942,SOMJZRX12A58A7A207,ARE93YV1187B9937CC,15583,TRSJSWO128F147BF6A,Baka Beyond,Journey Between,Queen Of Ngorongoro (Album Version)
5943,SOKMGPP12A58A7E972,ARKGVPG1187B991BB5,11627,TRSLIAS128F4240656,Spoken,Spoken,Not Soon Forgotten
5944,SOROMAR12A6310E016,AR5BV3Y1187B9B4786,842,TRSLYZR128E07819EC,The Sundays,Static & Silence,Homeward
5945,SOYEDDC12A8C13A803,AR4KBWX1187FB5A718,16834,TRSNIRL128F42624C2,H2O,F.T.T.W.,Follow The Three Way
5946,SOOGGCT12AB0184913,ARB8MPJ1187FB554B9,18433,TRSNXJI12903CB60C7,SRC,Milestones,Up All Night
5947,SOGFBNS12A8C130F5A,ARQCYIN1187B9B7AF9,14547,TRSODBR128F423DF0C,Red Red Meat,Bunny Gets Paid,Oxtail (Album)
5948,SOKVMDI12AB0181D43,AROKI271187FB381B1,15909,TRSODXM128F9342C6B,Lagwagon,Hoss,Sick
5949,SOCJNRG12AF72A08C3,ARHSCD11187B9AC120,16008,TRSOIRQ128F145408D,Mitch Hedberg,Strategic Grill Locations,Smackie The Frog (LP Version)
5950,SOUSBCI12A6D4FBFDF,ARUNAM11187B98B490,13533,TRSPSPL128F427FCFC,Broken Social Scene,Feel Good Lost,Alive In 85
5951,SOREATL12AB0180EA6,ARKOP291187FB41271,19307,TRSPUQM128F9301784,Calogero,Calogero,Aussi Libre Que Moi
5952,SOHIRSB12A8C143D83,AR0DVRJ1187B98CBF5,13537,TRSRHGG128F92CFA34,The Pussycat Dolls,Doll Domination,Takin' Over The World
5953,SOFBQTD12AAFF43447,ARN2V1G1187B9B111D,13917,TRSRVHR12903CDCD9D,Aaron Tippin,In Overdrive,The Ballad of Danger Dave and Double Trouble
5954,SOUKIJZ12A8AE48555,ARXQW9Z1187FB4D183,11950,TRSTBYI128F4276F84,Angels and Airwaves,I-Empire,Lifeline
5955,SOPUOZY12A8C140D35,ARZ8KO81187B9B1B7C,5810,TRSUISD128F42ACC0B,Burt Bacharach,At This Time,Go Ask Shakespeare
5956,SOAOSNX12AB01833A6,ARJPRV411A348EFE4B,10710,TRSUPJF128F9316AAF,Rupa & the April Fishes,Extraordinary Rendition,Mal de mer
5957,SONWCCZ12A58A7A641,ARS5WKC1187B9AC7D1,4149,TRSVUNX128F4285AC9,Jim White,No Such Place,Bound To Forget
5958,SOVFZGX12A58A76B9C,ARB8F241187FB51CEA,18161,TRSWVYN128F4288AA1,Jan Delay,Mercedes Dance,Kirchturmkandidaten
5959,SOHYSQP12A8C1425C8,ARMD0G81187B99A519,2511,TRSYANC128F92F5B5C,Vickie Winans,Bringing It All Together,JESUS
5960,SODBCPX12A8C133D8E,AR3JJGQ1187FB410B5,19051,TRSYEQF128F424CD49,Jimmy Smith,Fourmost,Main Stem
5961,SOJQOTP12A8C130DE9,ARIQ98H1187B98DFBC,12234,TRSZJLI128F423E5A2,Matt Costa,Unfamiliar Faces,Heart Of Stone
5962,SOUCBRZ12A8C13E639,ARR30921187FB36C2D,13875,TRTBNDE128F4281139,Mariza,Terra,Fronteira
5963,SOFQVPT12A8C140428,ARMAC4T1187FB3FA4C,11995,TRTBPRN128F42956FD,The Dillinger Escape Plan,Ire Works,Sick On Sunday
5964,SOTDDON12A8C13415F,ARDL7S81187FB37625,10947,TRTCCNS128F427200D,Chris Cornell,Carry On,Arms Around Your Love
5965,SOGDMMB12A58A7E12F,AR650PG1187FB4CE3A,13563,TRTCWWS128F92D94B2,Aqualung,Words & Music,Good Goodnight
5966,SOKNVIX12A8C14102B,ARIDNH21187B9B307C,13981,TRTERPY128F92CA9E3,Audrye Sessions,Audrye Sessions,Turn Me Off
5967,SOJCCBU12A8C135CF9,AR6QM411187FB4DA4F,12358,TRTGRRL128F4260BAA,Grand Archives,Grand Archives,Torn Blue Foam Couch (Album)
5968,SOFMUXO12A8C132D00,AREYHBH1187FB4537B,11674,TRTIJMA128F4251F4A,Ryan Bingham,Mescalito,Bread & Water
5969,SOPPSPJ12AB0184E84,ARFZNLS1187B9B10D8,3045,TRTIRWX128F93328FB,Brian Bromberg,Choices,Snuggle Up
5970,SOVYTZJ12AB018A88E,ARIA3VK1187B98F150,1945,TRTIRYK12903CCFB8F,Lila Mccann,Complete,Complete (LP Version)
5971,SOKGGQM12AB017C8AC,AROA3HQ1187FB5469D,19816,TRTLGEV128F9301B9B,Strunz & Farah,Fantaseo,Navayeh Roosta
5972,SOGMDIX12AB0184B3E,ARF80SU1187B9B72F3,15002,TRTMUCS128F932C8D0,Obituary,Darkest Day,Payback
5973,SOZOMDK12A8C144D9B,AR2IKF71187FB4D0C2,1697,TRTNWAZ128F92CA4E1,Ace of Base,Cruel Summer,Adventures in paradise
5974,SOGJVIZ12A8C1328D3,AR8K3HD1187B9B9CA9,12403,TRTPDOQ128F425F724,Goldfrapp,Seventh Tree,Cologne Cerrone Houdini
5975,SOGAASM12A679D8ADC,ARQ37911187B9B31F3,1516,TRTPNAK128E07938DC,Ron Sexsmith,Ron Sexsmith,Summer Blowin' Town
5976,SOCGKPU12A6D4F6FC4,ARMJXRP1187FB461A0,1419,TRTPVJD128F145F8F3,Ohio Players,Skin Tight,Skin Tight
5977,SOBPPUP12A8C144740,ARTE9Z41187B9AB075,13411,TRTSBPD128F92C6859,Chad Vangaalen,Soft Airplane,Molten Light
5978,SOEJJQR12A8C13B51D,ARF1E421187B9AF8C4,10668,TRTSUYO128F4272C16,El Gran Silencio,Chuntaros Radio Poder,La Iguana
5979,SONELOP12A8C134CF9,ARAWK7J1187FB3D8C5,7214,TRTSVBB128F424AC2F,Ghost Buffalo,Ghost Buffalo,Ice Queen
5980,SOULCCI12AB018BC96,ARIRLGQ1187FB45B7E,15488,TRTTPIB12903D0CEB1,Lostprophets,The Betrayed,Streets Of Nowhere (Album)
5981,SOJWGCX12A67020B07,ARW9SN11187FB52D0D,1756,TRTTPZR128E07926A9,City High,City High,City High Anthem
5982,SOAKHKE12AB0187985,ARCQ0AA1187B9AE55A,15649,TRTUYYP12903CAC430,Boyzone,Brother,One More Song
5983,SOEITSR12AB0183125,ARCBA8L1187FB3E53C,5877,TRTVNOH12903CCD2C4,The Mantovani Orchestra,Christmas Memories,O Christmas Tree
5984,SOMKEYV12AF72A20B2,ARFL99B1187B9A2A45,3813,TRTVVYX128F9328DBA,Sugarland,Twice the Speed of Life,Baby Girl
5985,SOZCLRE12AB018517A,AR4PACB1187FB518B5,7721,TRTWCHM12903CBD001,Jason Falkner,Presents Author Unknown,Untitled (LP Version)
5986,SOGVLVT12AAF3B32A3,AR2HNUS1187B9ACB82,16935,TRTWJJX128F92F135F,Alex Chilton,A Man Called Destruction,You're Lookin' Good
5987,SOGKUOM12AF72A9459,ARBWX4K1187B9B0BFE,12359,TRTWWBD128F426B42D,The Raveonettes,Lust Lust Lust,Expelled From Love
5988,SOHTLTL12A6310E0B1,ARQQ5B61187B9B4F61,1196,TRTZZBR128E0782B03,Sparklehorse,Good Morning Spider,Maria's Little Elbows
5989,SORCYMA12A58A7CB43,ARXOB9P1187B99101A,2134,TRUAPSZ128F4264D58,Steve Tyrell,Standard Time,Everytime We Say Goodbye
5990,SOGRIZG12AB0187F3D,ARXLKEC1187B9AB2CC,20012,TRUAXBR12903CD76C2,The Litter,$100 Fine,Tallyman
5991,SOLVMVK12AAFF43E7D,ARJ5MUD1187FB54131,3090,TRUBBGI128F92DC107,Vienna Teng,Warm Strangers,Mission Street
5992,SOPHTGK12B34F1CABC,AR00FVC1187FB5BE3E,15051,TRUBDPS128F9333930,Panda,Poetics,Fascinante
5993,SOYRENC12A8AE48B42,ARN5W1B1187B98BE10,5790,TRUCEEI128F4254C9E,Warrior King,Virtuous Woman,Virtuous Woman
5994,SOOFCHQ12AF729FF21,ARXSABJ1187FB3C336,353,TRUCPMA128F14B12CF,Deftones,White Pony,Pink Maggit (LP Version)
5995,SOWMINJ12A8C13E808,AR31LL21187FB4D84E,19587,TRUDOSQ128F427ED0A,Babyshambles,Killamangiro,The Man Who Came To Stay
5996,SOUEWOX12AB0187411,ARVCHGY123E26703A6,5664,TRUEQWM12903D0CCF9,Iggy & The Stooges,Raw Power,Search And Destroy
5997,SOANHGN12AB018500A,ARBL7U51187FB3B56D,5285,TRUGMGT128F9341C44,Melissa Ferrick,Willing To Wait,Cracker Jack Kid (LP Version)
5998,SODYYAN12AB0180FFA,ARYO4QV1187B98E9FF,13946,TRUHYUF128F932451F,Psychic Ills,Mirror Eye,Fingernail Tea
5999,SODHBLK12A58A7D213,ARGLOWN1187B99C06D,5338,TRUIFKL128F4289142,North Mississippi Allstars,Electric Blue Watermelon,Bang Bang Lulu
6000,SOMEVNH12AF72AB138,ARSZX2G1187B98FCCF,14894,TRUINSF128F93481A8,Korpiklaani,Karkelo,Vodka
6001,SOBZCCP12AB0182048,ARL0ECH1187B9B1BC6,15176,TRUIPRF128F932AE48,Pants Yell!,Received Pronunciation,Cold Hands
6002,SOIWDJJ12A8C13C92E,ARUJ5A41187FB3F5F1,1297,TRUIQDG128F427E278,U2,Zooropa,Numb
6003,SOIHAEC12A8C134AAF,AR6HKGA1187B996926,14036,TRUIQQN128F4249D4E,The Whip,X Marks Destination,Divebomb
6004,SOLFRWR12A8C133219,ARMOY5C1187FB41496,7532,TRUIVHA128F425179C,The Little Killers,A Real Good One,Been So Long
6005,SOEPQFN12AB018ABB7,AR6VKXV1187B98E98E,8755,TRUJIKW12903CA08A0,King's X,Faith Hope Love,Everywhere I Go  (LP Version)
6006,SOMYGDB12AB018353A,AR74WCA1187FB555D7,6137,TRUJLNL128F931C290,Mr. Scruff,Trouser Jazz,Shelf Wobbler
6007,SOJEKPA12A6D4F81B9,AR8886N1187B9B330A,6049,TRUJQFI128F146B179,Liz Phair,Whip-Smart,Cinco De Mayo
6008,SOFOAHT12A6701DF5C,AR0MC4G1187B9AE836,748,TRUMFLQ128E078F4DD,K-Ci & JoJo,Love Always,Last Night's Letter
6009,SOSVKFJ12A6310F179,ARA3I0J1187FB57869,475,TRUMJGX128E0780E3F,Blink-182,Dude Ranch,Emo
6010,SOBYOHG12A8C1401D0,AR88VPL1187FB396D0,3418,TRUOMAR128F42B969F,Black Dice,Creature Comforts,Island
6011,SOMDDIY12AB017DE69,AR9KRXX1187FB39816,13759,TRUOXSW128F92E55C4,Parts & Labor,Receivers,Nowheres Nigh
6012,SOTYNGM12AB0186C44,ARI71W21187B9AAC8C,11539,TRUOZBM128F9321657,Johnossi,Johnossi,There's A Lot Of Things To Do Before You Die
6013,SOCRYLB12A6D4F7B2E,ARFD4A21187FB3B276,2112,TRUPDSJ128F14812E6,Medeski_ Martin & Wood,Uninvisible,Pappy Check
6014,SOPTPWH12A8C13DCE9,AR10USD1187B99F3F1,11294,TRUQWLU128F429B27F,Silverstein,Arrivals & Departures,Worlds Apart (Album Version)
6015,SOAITEI12A6310E30C,AR049S81187B9AE8A5,5590,TRURKXY128E07826B4,The Human League,Crash,Jam
6016,SOVRIBL12A8C1327F8,ARIEF801187FB3EA37,9447,TRUSKTH128F425F324,Dick Dale and his Del-Tones,Surfer's Choice,Death Of A Gremmie
6017,SOXEYDF12A6D4F86A1,ARDUIMG1187B9B9498,7364,TRUUEFH128F146ED00,Christina Milian,So Amazin',My Lovin' Goes
6018,SOQQTEB12A6D4F57AF,AR6SPRZ1187FB4958B,10780,TRUUPWQ128F9301B4D,Wilco,Sky Blue Sky,Leave Me (Like You Found Me)
6019,SOSIHYM12A6D4F766E,ARHT48W1187B9ACEBA,8537,TRUVQOU128F145583D,Cerys Matthews,Cockahoop,Gypsy Song
6020,SOECIVR12AB018AD5C,ARXPCVU1271F574AB6,15770,TRUWGPY12903CDE1E1,Avi Buffalo,Avi Buffalo,Where's Your Dirty Mind
6021,SORIHKJ12A6D4FCE6F,AR9LT7R1187FB4543A,3267,TRVAXQF128F421AC42,Darden Smith,Circo,Rise
6022,SOPQEVI12AAF3B2FC0,AROMGZS1187B9B1672,17379,TRVDIBA128F92E15AB,Neffa,Alla Fine Della Notte,Blu
6023,SOXWYPP12A8AE46279,AR0MWD61187B9B2B12,12834,TRVEJTY128F4240BD8,The (International) Noise Conspiracy,Survival Sickness,I Wanna Know About U
6024,SOOMNGO12AF72A6699,AROVWOB1187B9ADC4F,5926,TRVFYCN12903CF262F,Cryptopsy,Once Was Not,Adeste Infidelis
6025,SORKVEE12A8C13DD2A,ARTM3461187B98F90D,12102,TRVHMJO128F429520A,Blindside,Silence,Caught A Glimpse (LP Version)
6026,SOPIISN12A8C13B8EF,ARBHH1V1187B9AD2EC,5104,TRVITTN128F428E279,This Mortal Coil,Filigree & Shadow,Red Rain
6027,SOCEDTT12A58A7988B,ARUFTTR1187FB3A4B0,2431,TRVJXJS128F14ADBE6,Newsboys,Adoration: The Worship Album,Take My Hands (Praises)
6028,SOYTNYW12AB0186F29,ARSGCEF1187FB43862,7369,TRVMAUD12903C95608,Triosk,The Headlight Serenade,Lost Broadcast
6029,SODJZIV12A6D4FBB2D,ARQG4O41187B98A03B,1632,TRVMQQH128F428678F,RJD2,Nowhere,Here & Now
6030,SOLLMYK12AF72A14AD,AR9ZS1Q1187FB50338,5664,TRVNLWZ128F427B0F0,Iggy & The Stooges,Raw Power,Your Pretty Face Is Going To Hell
6031,SOWGLDK12A8C14404E,AROL0XG1187B99CBCF,4100,TRVOYFO128F92E3248,Happy Apple,The Peace Between Our Companies,Let's Not Reflect
6032,SORBMFU12A8C1332F5,ARWKRXH1187FB46D8E,8908,TRVSTKB128F424AD6A,Tre Lux,A Strange Gathering,What's On Your Mind (Pure Energy)
6033,SOAITKN12A6310DF21,ARME7101187FB3ECDD,2981,TRVTIBU128C719670E,DJ Shadow,Endtroducing.....,Mutual Slump
6034,SOZGYDU12A58A7D693,ARKKEQR1187B9A4D0F,2017,TRVTTFF128F423EACC,Frank Black,Frank Black,Tossed
